event_type,event_cause,requires_road_closure,police_station,zone,corridor,latitude,longitude,priority
1,14,False,3,8,14,13.0190323,77.654465,1.0
1,3,False,32,8,15,13.0446713,77.5828869,1.0
1,14,False,33,8,7,12.9119892,77.6254956,1.0
1,14,False,30,8,9,12.9893579,77.5064443,1.0
1,14,False,43,8,19,13.0152581,77.5639687,1.0
1,13,True,4,8,11,12.9392829,77.5596125,0.0
1,14,False,7,8,10,12.9614398,77.5600867,1.0
1,14,False,33,8,7,12.9194445,77.6215536,1.0
1,4,False,8,8,11,13.0501731,77.4947759,0.0
1,2,False,13,8,11,12.8400906,77.6764868,0.0
1,2,False,8,8,19,13.042636,77.5147881,1.0
1,14,False,37,8,1,12.9110914,77.6001308,1.0
1,6,False,26,9,11,12.9516567,77.500185,0.0
1,7,False,50,8,20,12.9698017,77.7319617,0.0
1,14,False,52,8,3,13.114305,77.60655,1.0
1,14,False,30,8,9,12.9900159,77.5025425,1.0
1,2,False,8,8,19,13.0424443,77.5147257,1.0
1,14,True,33,8,7,12.9216832,77.6199372,1.0
1,6,False,32,5,15,13.0467369,77.575502,1.0
1,14,False,32,8,2,13.0427379,77.5892891,1.0
1,14,False,53,8,19,13.0308555,77.5359082,1.0
1,7,True,28,8,11,13.0161873,77.7093516,0.0
0,4,False,14,8,13,12.9693576,77.7006406,1.0
1,14,False,17,8,11,12.9625526,77.5916298,0.0
1,6,False,11,8,11,12.9893817,77.5927844,0.0
1,16,False,14,8,12,12.938565,77.6979933,1.0
1,14,True,17,8,10,12.9690624,77.5872736,1.0
1,13,True,7,8,10,12.961311,77.55932,1.0
1,11,False,29,8,16,12.9146696,77.5640607,1.0
1,14,False,24,8,11,12.9173038,77.5882958,0.0
1,11,False,2,8,16,12.9144686,77.5650362,1.0
1,11,False,2,8,16,12.9144815,77.5650493,1.0
1,14,False,37,8,1,12.9113626,77.5999548,1.0
1,14,False,6,8,10,12.9353705,77.5182037,1.0
1,13,True,24,8,11,12.9216444,77.5940415,0.0
1,14,False,14,8,12,12.9246541,77.6497438,1.0
1,11,False,2,8,16,12.9145147,77.5649877,1.0
1,11,False,2,8,16,12.9145447,77.5650079,1.0
1,14,False,16,8,11,12.9635928,77.6263774,0.0
1,14,False,53,8,19,13.0310785,77.5357035,1.0
1,14,False,13,8,7,12.8700974,77.6533824,1.0
0,4,False,11,8,18,12.9762232,77.6016656,1.0
1,16,False,5,8,12,12.9211317,77.6627683,1.0
1,14,False,20,8,11,12.9832059,77.5766759,0.0
1,6,False,26,8,11,12.9793286,77.5105419,0.0
1,6,False,6,8,10,12.94819783,77.53467664,1.0
1,13,True,41,8,11,13.022765,77.6014354,0.0
1,7,False,40,8,20,12.9943131,77.617972,0.0
1,14,False,42,8,11,13.0071299,77.5267687,0.0
0,4,False,9,8,3,13.1511992,77.620242,1.0
1,14,False,53,8,19,13.0264,77.544019,1.0
1,7,False,52,5,11,13.1212507,77.6179465,0.0
1,7,False,30,8,9,12.9895389,77.5057545,1.0
1,14,False,14,8,12,12.9245044,77.6502426,1.0
1,14,False,26,8,11,12.9664142,77.5125512,0.0
1,14,False,34,8,9,12.9758786,77.5643384,1.0
1,14,False,7,8,10,12.9641027,77.5700324,1.0
1,13,False,22,8,11,12.9124656,77.5805324,0.0
1,14,False,5,8,12,12.9228317,77.6575101,1.0
1,14,False,39,8,19,13.0378641,77.5222897,1.0
1,14,False,7,8,10,12.9583476,77.5547336,1.0
1,14,False,15,8,7,12.8895087,77.6408236,1.0
1,14,False,15,8,7,12.8895337,77.640687,1.0
1,14,False,44,8,11,12.9847423,77.574706,0.0
1,14,False,39,8,11,13.0229252,77.5099725,0.0
1,14,False,15,8,7,12.8894616,77.6407007,1.0
1,14,False,18,8,14,13.0436683,77.6067467,1.0
1,14,False,43,8,2,13.0145688,77.5835164,1.0
1,14,False,53,8,19,13.0186759,77.5588615,1.0
1,14,True,6,8,10,12.9494883,77.5368741,1.0
1,14,False,41,8,11,13.0229482,77.601028,0.0
1,14,False,20,8,2,12.9928917,77.5854867,1.0
1,14,False,25,8,17,12.9625233,77.6415686,1.0
1,14,False,52,8,3,13.0976738,77.5990251,1.0
1,14,False,52,8,3,13.1151883,77.6067482,1.0
0,4,False,8,8,11,13.07835,77.502205,0.0
1,11,False,45,8,5,12.984191,77.5972223,1.0
1,14,False,34,8,22,12.97447,77.5492,1.0
1,11,False,45,8,5,12.9842204,77.597142,1.0
1,14,False,8,8,11,13.0488954,77.4970171,0.0
1,14,False,30,8,9,12.9891874,77.5070709,1.0
1,14,False,37,8,11,12.9160564,77.6160829,0.0
1,4,False,9,8,3,13.16120295,77.62691818,1.0
1,14,False,6,8,22,12.9532283,77.538385,1.0
1,11,False,11,8,5,12.9844178,77.5970285,1.0
1,6,False,21,8,1,12.8569988,77.5889807,1.0
1,14,False,51,8,11,12.9446407,77.5969852,0.0
1,14,False,39,8,19,13.0407502,77.5174141,1.0
1,14,False,23,8,15,13.0414238,77.545608,1.0
1,14,False,25,8,17,12.95983785,77.64811735,1.0
1,3,False,32,8,15,13.0446065,77.5828293,1.0
1,14,False,24,8,11,12.9197329,77.5835635,0.0
1,6,False,30,8,9,12.9875849,77.5182251,1.0
1,14,False,30,8,9,12.9886918,77.519831,1.0
1,14,False,7,8,10,12.9595376,77.5557817,1.0
1,14,False,40,8,11,12.993901,77.6190564,0.0
1,14,False,43,8,2,12.9988047,77.5839954,1.0
1,14,False,13,8,7,12.8885722,77.640446,1.0
1,7,False,45,1,11,12.9858066,77.6051199,0.0
1,4,False,19,8,11,13.0450698,77.6440587,0.0
1,14,False,6,8,10,12.9541849,77.5435568,1.0
1,6,False,7,8,11,12.9679023,77.5680413,0.0
1,14,False,44,8,11,12.9895932,77.5723117,0.0
1,4,False,38,8,11,13.0522674,77.4879449,0.0
1,3,False,32,8,15,13.0446065,77.5828293,1.0
1,7,False,21,6,11,12.8733932,77.6251719,0.0
1,7,False,21,6,11,12.8732959,77.6248843,0.0
1,14,False,33,8,7,12.9013118,77.6322397,1.0
1,14,False,16,8,18,12.972653,77.6185064,1.0
1,6,False,27,8,6,13.0379483,77.6257684,1.0
1,7,False,29,6,11,12.8980705,77.5460958,0.0
1,14,False,4,8,11,12.9415222,77.5603107,0.0
0,4,True,10,8,10,12.965034,77.5747048,1.0
1,14,False,20,8,11,12.9904041,77.5993848,0.0
1,14,False,35,8,11,12.9915317,77.7140583,0.0
1,14,False,6,8,16,12.9450066,77.5274017,1.0
1,14,False,52,8,3,13.114945,77.60684,1.0
1,14,False,53,8,19,13.0176948,77.553788,1.0
0,4,False,14,8,13,12.9694199,77.7006686,1.0
1,7,False,29,6,11,12.8985649,77.5435672,0.0
1,7,False,46,6,11,12.8893347,77.5379823,0.0
1,7,False,1,7,11,12.9514566,77.6214627,0.0
1,7,False,1,7,11,12.9514586,77.6214633,0.0
1,7,False,0,7,11,12.9513718,77.621369,0.0
0,15,False,17,8,10,12.9643399,77.5855341,1.0
1,7,False,3,0,11,12.9800987,77.6655755,0.0
1,13,True,26,8,11,12.9441328,77.5010682,0.0
1,13,False,13,8,11,12.8785528,77.6720521,0.0
1,14,False,17,8,10,12.9643404,77.5855854,1.0
1,13,False,13,8,11,12.8785573,77.6719048,0.0
1,3,False,32,8,15,13.044562,77.583011,1.0
1,14,False,53,8,19,13.0317076,77.5355328,1.0
1,14,False,39,8,19,13.0451384,77.5070153,1.0
1,14,False,6,8,10,12.9474732,77.5340694,1.0
1,14,False,13,8,11,12.850847,77.6685139,0.0
1,14,False,38,8,11,13.0623222,77.459163,0.0
0,4,True,31,8,11,12.860655,77.4311029,0.0
1,14,False,39,8,19,13.0355513,77.5265219,1.0
1,13,True,24,8,11,12.92335,77.58296,0.0
1,14,False,14,8,12,12.9390583,77.6946217,1.0
1,13,False,13,8,11,12.8509801,77.6601903,0.0
1,7,True,52,8,11,13.0817559,77.5482378,0.0
1,3,False,30,8,9,12.9891497,77.5077437,1.0
1,6,True,43,8,11,13.0145576,77.5696436,0.0
1,13,True,24,8,11,12.9232313,77.5904837,0.0
1,14,False,19,8,14,13.0357481,77.6283566,1.0
1,14,False,13,8,11,12.8196613,77.6877212,0.0
1,11,False,50,8,11,12.9697862,77.7499252,0.0
1,6,False,50,8,11,12.9228111,77.7365506,0.0
1,14,False,11,8,10,12.971535,77.5941929,1.0
1,14,False,1,8,10,12.96652735,77.60810502,1.0
1,14,False,5,8,12,12.926187,77.6772301,1.0
1,14,False,43,8,2,13.0077773,77.5838076,1.0
1,14,False,49,8,22,12.9750878,77.5481342,1.0
1,14,False,53,8,19,13.029877,77.5377738,1.0
1,14,False,14,8,12,12.9340271,77.6892659,1.0
1,14,False,13,8,11,12.8353407,77.6791817,0.0
1,14,False,37,8,11,12.9163498,77.6122067,0.0
1,14,False,41,8,11,12.9948294,77.6040054,0.0
1,16,False,25,8,17,12.9634765,77.6415675,1.0
1,2,False,52,8,3,13.0775201,77.5924027,1.0
1,3,False,32,8,15,13.0445011,77.5830561,1.0
1,14,False,34,8,22,12.9754467,77.548252,1.0
1,14,False,7,8,10,12.960507,77.5575071,1.0
1,14,False,20,8,2,12.9963786,77.584919,1.0
1,14,False,20,8,2,12.9976941,77.584432,1.0
1,16,False,16,8,11,12.9616717,77.6308433,0.0
1,14,False,38,8,11,13.075025,77.4360233,0.0
1,7,False,6,8,20,12.9536214,77.5428369,1.0
1,4,False,5,8,12,12.92001766,77.66562279,1.0
1,6,False,1,8,11,12.967049,77.6102824,0.0
1,4,True,38,8,11,13.07838,77.427995,0.0
1,6,False,38,8,11,13.067431,77.4509417,0.0
1,14,False,32,8,2,13.0565314,77.5934723,1.0
1,2,True,41,8,2,13.0252215,77.5854385,1.0
1,14,False,38,8,11,13.0624083,77.459675,0.0
1,6,False,38,8,11,13.0525889,77.4882603,0.0
1,6,False,44,8,11,12.9827733,77.5622665,0.0
1,6,False,38,8,11,13.0517275,77.4890823,0.0
1,14,False,13,8,11,12.8764512,77.6715527,0.0
1,14,False,21,8,11,12.8912876,77.6260666,0.0
1,6,False,38,8,11,13.0519799,77.489572,0.0
1,14,False,6,8,10,12.9520875,77.5407653,1.0
1,14,False,53,8,19,13.0300435,77.5375531,1.0
1,2,False,25,8,17,12.9595784,77.6492766,1.0
1,6,False,8,8,19,13.0426261,77.5148623,1.0
1,14,False,14,8,17,12.9557117,77.6916217,1.0
1,6,False,6,8,10,12.9379783,77.5214433,1.0
1,14,False,43,8,2,13.010814,77.5836806,1.0
1,14,False,8,8,11,13.04648015,77.50384754,0.0
1,14,False,52,8,3,13.0765895,77.5923254,1.0
1,7,False,46,8,20,12.8856454,77.541635,0.0
1,6,False,26,8,10,12.9357223,77.5134413,1.0
1,14,False,5,8,12,12.92071012,77.66535994,1.0
1,14,False,38,8,11,13.055969,77.4760833,0.0
0,4,False,14,8,13,12.9694578,77.7006343,1.0
1,14,False,28,8,11,13.0200506,77.7094059,0.0
1,14,False,6,8,10,12.9556427,77.545929,1.0
1,6,False,5,8,11,12.9137365,77.6774246,0.0
1,7,False,40,4,11,13.0009179,77.612603,0.0
1,6,False,5,8,11,12.9137307,77.6775918,0.0
1,14,True,44,8,2,12.9964726,77.5845948,1.0
1,14,False,53,8,19,13.026353,77.544093,1.0
1,16,False,16,8,11,12.9616777,77.6305228,0.0
1,14,False,22,8,16,12.9061591,77.5856052,1.0
1,14,False,20,8,2,12.9964326,77.5846186,1.0
1,14,False,32,8,15,13.0471823,77.5687914,1.0
1,14,False,44,8,2,12.9964147,77.5846199,1.0
1,6,False,47,8,11,12.9763384,77.575645,0.0
1,14,False,34,8,11,12.981767,77.5601309,0.0
1,14,False,26,8,11,12.9725476,77.5079739,0.0
1,2,False,7,8,11,12.9735765,77.5693008,0.0
1,14,False,19,8,14,13.022045,77.6497867,1.0
1,14,False,2,8,16,12.9354371,77.536311,1.0
1,7,False,40,8,11,13.0022947,77.6158366,0.0
1,6,True,27,4,14,13.0415656,77.6118591,1.0
1,14,False,32,8,3,13.0690187,77.5928063,1.0
1,3,False,50,8,11,12.9397541,77.7473664,0.0
1,14,False,20,8,2,12.9859956,77.5893687,1.0
1,14,False,13,8,7,12.8878816,77.6407286,1.0
1,4,False,14,8,13,12.9692805,77.7006521,1.0
1,14,False,39,8,19,13.0451892,77.5070112,1.0
1,14,False,14,8,11,12.9360198,77.7068567,0.0
1,14,False,8,8,19,13.0424656,77.5148652,1.0
1,14,False,14,8,13,12.9711964,77.6995594,1.0
1,14,False,30,8,9,12.9883029,77.509169,1.0
1,14,False,44,8,11,12.9898004,77.5721914,0.0
1,14,False,33,8,7,12.92227542,77.61942577,1.0
1,6,False,5,8,11,12.913843,77.6774956,0.0
1,16,False,50,8,11,12.9772269,77.751196,0.0
1,14,False,52,8,3,13.1092587,77.6039334,1.0
1,13,False,32,8,11,13.0386532,77.5740578,0.0
1,14,False,2,8,16,12.9154072,77.5653126,1.0
1,14,False,30,8,9,12.9891588,77.5002047,1.0
1,3,False,32,8,15,13.0454067,77.5804235,1.0
1,14,False,3,8,14,13.0107881,77.6620919,1.0
1,14,False,39,8,19,13.0380265,77.5218887,1.0
1,14,False,16,8,17,12.961075,77.6373946,1.0
0,4,True,11,8,11,12.9712598,77.597572,0.0
1,14,False,19,8,14,13.0219533,77.6496153,1.0
1,2,False,52,8,3,13.0967428,77.5980771,1.0
1,14,False,32,8,2,13.03895,77.5895433,1.0
1,14,False,17,8,10,12.9632521,77.5824056,1.0
1,13,False,16,8,18,12.97457646,77.62552477,1.0
1,8,False,28,8,11,13.0081323,77.6928683,0.0
1,14,False,32,8,15,13.0467793,77.5657141,1.0
1,14,False,52,8,3,13.1083256,77.602945,1.0
1,14,False,38,8,11,13.0686851,77.4480875,0.0
1,14,False,11,8,2,12.9834372,77.5910288,1.0
1,14,False,3,8,14,12.9955054,77.6656028,1.0
1,6,True,19,8,14,13.0416934,77.6141348,1.0
1,6,False,42,8,11,12.9831222,77.560473,0.0
1,14,False,15,8,12,12.9241031,77.6488026,1.0
1,14,False,6,8,10,12.9480061,77.5350513,1.0
1,14,False,52,8,3,13.1219878,77.6106476,1.0
1,6,False,26,8,10,12.9329717,77.5086981,1.0
1,14,False,49,8,22,12.9649995,77.5347577,1.0
1,14,False,42,8,22,12.9979557,77.553242,1.0
0,4,False,18,8,2,13.049104,77.5932567,1.0
1,16,False,22,8,16,12.9062767,77.5854083,1.0
1,14,False,40,8,11,12.9930661,77.6072646,0.0
1,9,True,19,8,11,13.0483496,77.6454296,0.0
1,14,False,6,8,10,12.9474857,77.5334546,1.0
1,14,False,35,8,11,12.9946463,77.757638,0.0
1,14,False,51,8,11,12.9389754,77.5982845,0.0
1,14,False,13,8,11,12.8404633,77.6521017,0.0
1,14,False,30,8,9,12.990066,77.5051704,1.0
1,14,False,32,8,2,13.0332299,77.5882243,1.0
1,14,False,6,8,10,12.9559289,77.5459051,1.0
1,14,False,30,8,9,12.9900093,77.5051989,1.0
1,14,False,28,8,11,13.0198953,77.7095235,0.0
1,13,False,36,8,11,13.0085344,77.5715468,0.0
1,2,False,35,8,13,12.9991066,77.6747282,1.0
1,14,False,40,8,11,12.9978016,77.6098254,0.0
1,6,False,22,8,1,12.8854753,77.5965566,1.0
1,14,False,7,8,11,12.979657,77.5710764,0.0
1,6,False,21,8,1,12.8854927,77.5965724,1.0
1,11,False,28,8,11,13.0161568,77.7092743,0.0
1,14,False,53,8,19,13.030071,77.536943,1.0
1,14,False,43,8,19,13.0140206,77.5675162,1.0
1,6,False,52,8,3,13.1025028,77.5994852,1.0
1,14,False,39,8,19,13.0455545,77.505774,1.0
1,14,False,35,8,11,12.99601,77.75823,0.0
1,14,False,23,8,15,13.0428518,77.5510758,1.0
1,14,False,18,8,2,13.035473,77.5890568,1.0
1,14,False,26,8,11,12.9519615,77.4996318,0.0
1,14,False,38,8,11,12.8829772,77.752955,0.0
1,2,False,52,8,11,13.0982087,77.5712693,0.0
1,14,False,38,8,11,13.0738494,77.4396108,0.0
1,14,False,19,8,14,13.0375682,77.6270117,1.0
1,14,False,26,8,11,12.9605694,77.5042779,0.0
1,14,False,6,8,16,12.9423299,77.5312866,1.0
1,14,False,11,8,18,12.974095,77.601415,1.0
1,14,False,51,8,11,12.9485683,77.5934648,0.0
1,14,False,6,8,10,12.9539748,77.5433401,1.0
0,4,True,19,8,14,13.0418551,77.6138337,1.0
1,14,False,53,8,19,13.0290051,77.5402099,1.0
1,14,False,2,8,16,12.9287199,77.5454335,1.0
1,7,False,26,8,20,12.9668133,77.50355,0.0
1,14,False,41,8,11,13.0102,77.5903783,0.0
1,14,False,25,8,17,12.9592991,77.6545459,1.0
1,14,False,19,8,0,13.039407,77.6414637,1.0
1,14,False,15,8,7,12.9063976,77.629448,1.0
1,14,False,1,8,10,12.9675759,77.6063726,1.0
1,13,True,4,8,11,12.9392078,77.5800529,0.0
1,16,False,4,8,11,12.9437435,77.5799452,0.0
1,13,True,22,8,11,12.9168228,77.5858813,0.0
1,7,False,42,8,22,13.0086669,77.5487517,1.0
1,16,False,4,8,11,12.948058,77.5739248,0.0
0,4,False,19,8,11,13.0469097,77.6445369,0.0
1,16,True,17,8,10,12.9640354,77.5822556,1.0
1,16,False,20,8,11,12.9814912,77.5865964,0.0
1,7,False,45,8,20,12.9856687,77.5977511,1.0
1,6,False,34,8,9,12.975762,77.5646846,1.0
1,14,False,2,8,11,12.9156273,77.5694489,0.0
1,13,True,22,8,11,12.916885,77.5858733,0.0
0,10,True,5,8,11,12.90731581,77.6955824,0.0
1,14,False,12,8,11,13.2675104,77.7198706,0.0
1,14,False,29,8,11,12.9154399,77.5694428,0.0
1,14,False,6,8,11,12.9591976,77.5227753,0.0
0,10,True,5,8,11,12.90730454,77.69558165,0.0
1,14,False,28,8,11,13.0390527,77.7395319,0.0
0,10,False,11,8,5,12.97878153,77.59976254,1.0
1,16,False,22,8,16,12.9065364,77.5734677,1.0
1,16,False,22,8,16,12.9061883,77.5856282,1.0
1,14,True,51,8,11,12.9443726,77.597203,0.0
1,16,False,37,8,1,12.905831,77.6018674,1.0
1,6,True,2,8,11,12.9155161,77.5695657,0.0
1,14,False,11,8,11,12.9778753,77.5854037,0.0
1,14,False,11,8,11,12.9778753,77.5854037,0.0
1,14,False,23,8,15,13.0440133,77.55428,1.0
1,14,False,19,8,14,13.0231864,77.6468554,1.0
1,16,False,22,8,1,12.9054695,77.6016118,1.0
1,14,False,30,8,9,12.9879767,77.5094764,1.0
1,16,False,0,8,11,12.9423959,77.6226033,0.0
1,14,False,32,8,15,13.0435049,77.5843994,1.0
1,16,False,51,8,11,12.9435964,77.5823553,0.0
1,13,True,24,8,11,12.9257168,77.5970916,0.0
1,16,False,24,8,11,12.9263776,77.579679,0.0
1,16,False,16,8,11,12.966254,77.625327,0.0
1,13,False,22,8,16,12.9063647,77.5797301,1.0
1,14,False,6,8,16,12.9454287,77.5282021,1.0
1,14,False,26,8,11,12.9604217,77.5058979,0.0
1,14,False,38,8,11,13.0635036,77.457108,0.0
1,2,False,39,8,19,13.0379984,77.5219185,1.0
1,14,False,6,8,10,12.9388117,77.5224783,1.0
1,16,False,24,8,1,12.9288203,77.600102,1.0
1,14,False,39,8,19,13.0456229,77.5063447,1.0
1,16,False,24,8,1,12.9294076,77.6004122,1.0
1,14,False,34,8,9,12.978411,77.5434705,1.0
1,14,False,4,8,11,12.9481048,77.5732898,0.0
0,8,True,5,8,11,12.9299316,77.6761985,0.0
1,14,False,34,8,9,12.9784584,77.5432841,1.0
1,14,False,45,8,18,12.9785537,77.6057138,1.0
1,14,False,30,8,9,12.9897616,77.5020282,1.0
1,6,False,14,8,13,12.9694415,77.7006984,1.0
1,6,False,28,8,13,13.0020031,77.6796905,1.0
1,14,False,23,8,15,13.0418888,77.5476664,1.0
1,3,False,50,8,11,12.9390344,77.7473732,0.0
1,14,False,9,8,3,13.1825274,77.6406882,1.0
1,16,False,16,8,11,12.9613179,77.6318647,0.0
0,8,False,32,8,11,13.0271353,77.5796689,0.0
1,14,False,52,8,3,13.0757816,77.5904347,1.0
1,16,False,16,8,11,12.9613255,77.6317795,0.0
1,14,False,52,8,3,13.0897567,77.5966983,1.0
1,16,False,28,8,11,13.0102806,77.6978433,0.0
1,14,False,20,8,2,12.9928511,77.5835581,1.0
1,14,False,7,8,10,12.9615318,77.5604072,1.0
1,16,False,1,8,10,12.9709573,77.6068549,1.0
1,14,False,30,8,9,12.987838,77.5130677,1.0
1,2,False,29,8,11,12.912785,77.5589141,0.0
1,14,False,3,8,18,12.9863077,77.6461739,1.0
1,14,False,3,8,18,12.9863102,77.646048,1.0
0,4,True,14,8,21,12.9567617,77.7015267,1.0
1,7,False,16,0,18,12.972025,77.6194239,1.0
1,13,False,0,8,7,12.9289423,77.6179915,1.0
1,16,False,16,8,18,12.971406,77.6189246,1.0
1,16,False,16,8,18,12.9718995,77.6197751,1.0
1,14,False,52,8,3,13.0929683,77.59668,1.0
1,16,False,0,8,11,12.9345691,77.6297146,0.0
1,2,False,16,8,18,12.9773537,77.6271626,1.0
1,13,True,48,8,11,12.9538866,77.5687814,0.0
1,16,True,17,8,11,12.9758572,77.5875033,0.0
1,14,False,1,8,10,12.9681574,77.6061899,1.0
1,14,False,14,8,21,12.9561486,77.7009942,1.0
